name	bg17_1.fastq.AR.sorted.bam	bg22.fastq.AR.sorted.bam	bg5.fastq.AR.sorted.bam	bg6.fastq.AR.sorted.bam	bg7.fastq.AR.sorted.bam	bg8.fastq.AR.sorted.bam	sba15.fastq.AR.sorted.bam	sba16.fastq.AR.sorted.bam	sba17_1.fastq.AR.sorted.bam	sba19_1.fastq.AR.sorted.bam	sba20_1.fastq.AR.sorted.bam	sba38.fastq.AR.sorted.bam	sba46.fastq.AR.sorted.bam	sba47.fastq.AR.sorted.bam	sba48.fastq.AR.sorted.bam	sba49.fastq.AR.sorted.bam	sba50.fastq.AR.sorted.bam
AJ536835.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ309734.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ318093.1.gene1	0	1	0	0	0	0	0	0	7	7	4	1	0	0	1	3	1
AJ549244.1.gene1	0	4	1	1	0	0	24	16	46	37	5	27	0	10	6	35	0
AJ277415.1.gene1	0	0	0	0	0	0	3	0	8	3	3	1	0	0	1	5	0
AJ488302.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF317511.1.gene5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ555825.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ567481.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ488303.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ555823.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ703795.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ704396.1.gene1	0	1	0	0	0	0	5	2	13	7	7	17	0	1	1	10	0
AJ276453.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ420864.1.gene1	0	4	1	0	0	0	7	1	23	17	1	21	0	0	0	22	3
AJ746225.1.gene1	0	0	0	0	0	0	4	0	5	2	0	3	0	0	0	1	0
AJ631966.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ632249.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ781421.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ854182.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ866988.1.gene1	0	1	0	0	0	0	1	0	2	5	2	0	0	1	0	3	0
AJ920369.1.gene1	0	0	0	1	1	0	0	0	3	0	2	0	0	1	2	5	0
AM049399.1.gene1	0	5	0	0	0	0	8	0	11	12	2	12	0	1	1	7	4
AM231719.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM931008.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM076977.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM087455.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM183304.1.gene1	0	13	0	0	0	0	14	0	10	6	1	3	0	2	1	12	6
AM982520.1.gene5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM087454.1.gene1	0	4	0	0	0	0	18	0	13	7	4	8	0	8	8	28	6
AM941159.1.gene1	0	8	0	0	0	0	10	0	15	9	1	3	0	4	0	10	5
AM849805.1.gene1	0	11	0	0	0	0	63	0	43	31	3	38	0	11	14	82	26
AM982522.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM412777.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM279652.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM286274.1.gene1	0	0	0	0	0	0	3	0	4	3	2	3	0	0	0	4	1
AM411407.1.gene1	0	0	0	1	0	0	3	3	4	4	2	10	0	3	0	9	0
AM778091.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY005110.1.gene1	0	0	0	0	0	0	6	8	19	11	2	11	0	6	4	7	0
AY033653.3.gene5	0	0	0	0	0	0	12	0	8	4	2	2	0	0	0	11	0
AY079099.1.gene1	0	0	0	1	0	0	1	5	1	2	0	1	0	2	0	0	0
AY080894.1.gene1	0	5	1	6	0	0	12	11	24	25	3	55	0	8	4	28	0
AJ550807.1.gene4	0	60	0	0	0	0	68	0	96	89	0	0	0	0	0	81	0
AM982521.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY027590.1.gene1	0	2	0	0	0	0	9	0	8	3	3	5	0	1	1	5	3
AY029068.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY034848.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY039040.1.gene1	0	0	0	0	0	0	0	0	4	2	1	0	0	0	2	3	1
AY092401.1.gene1	0	3	0	0	0	0	5	0	9	10	1	5	0	6	3	11	3
AM991978.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY008291.1.gene1	0	0	5	0	0	1	0	0	0	0	0	15	0	0	0	0	0
AY033516.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY072920.1.gene1	0	0	0	0	0	0	5	0	4	0	0	1	0	0	0	4	0
AY007369.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY034847.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM932669.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM412777.1.gene2	0	1	1	0	0	0	9	0	10	7	6	2	0	0	0	10	0
AY130284.1.gene1	0	0	0	0	0	0	3	0	2	2	2	1	0	1	0	2	0
AY135661.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY139598.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY143430.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ584652.2.gene5	0	1	0	0	0	0	8	0	9	13	8	3	0	0	0	17	0
AY007784.1.gene2	0	2	0	0	0	0	14	0	12	9	9	1	0	0	0	15	0
AY027870.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY101578.1.gene1	0	2	0	0	0	0	11	0	16	12	3	6	0	3	2	13	3
AY101764.1.gene1	0	0	0	0	0	0	4	0	7	8	5	1	0	0	2	7	3
AY130282.1.gene1	0	3	0	0	0	0	10	0	10	7	1	5	0	0	2	9	3
AY150585.1.gene1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AY157676.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY165025.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM932669.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY130285.1.gene1	0	0	0	0	0	0	0	0	4	7	2	0	0	1	0	2	1
AY144612.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY156923.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY007784.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY227054.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY236073.2.gene7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	146
AY306130.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY227752.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY263404.1.gene1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0
AY288523.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY307100.1.gene1	0	10	0	0	0	0	27	0	28	21	5	11	0	6	5	20	6
AY238472.1.gene1	0	9	3	1	0	1	25	5	43	18	11	32	0	8	7	29	0
AY267213.1.gene1	0	1	1	0	0	0	14	7	21	17	4	12	0	7	4	16	0
AY178993.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY237830.1.gene1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AY243512.1.gene1	0	0	0	0	0	0	5	0	8	2	3	0	0	0	0	5	1
AY271267.1.gene1	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	0
AY288915.1.gene1	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0
AY289608.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY292654.1.gene1	0	0	0	0	0	0	2	0	4	11	2	4	0	1	0	2	0
AY248038.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY327540.1.gene1	0	1	0	0	0	0	5	0	7	10	3	4	0	2	1	7	4
AY368236.1.gene1	0	2	0	0	0	0	23	0	20	14	2	17	0	6	5	16	5
AY491682.1.gene1	0	3	0	0	0	0	11	0	16	14	3	5	0	0	3	13	7
AY494718.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY289608.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY423074.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY436361.1.gene1	0	0	0	0	0	0	3	0	2	1	1	0	0	0	0	1	0
AY445080.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY368237.1.gene1	0	13	0	0	0	0	18	0	18	12	4	11	0	3	5	21	3
AY327539.1.gene1	0	1	0	0	0	0	5	0	4	4	1	3	0	2	0	8	2
AY494717.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY494945.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY033653.3.gene6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY162283.2.gene6	0	3	0	0	0	0	27	5	28	20	5	15	0	2	2	26	4
AY343493.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY500137.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY536519.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY553333.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY515297.1.gene1	0	1	0	0	0	0	0	1	3	3	2	1	0	1	0	2	0
AY524989.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY504627.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY513266.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY524987.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY524988.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY528425.1.gene1	0	7	0	0	0	0	9	0	5	8	1	6	0	1	2	15	4
AY553332.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ584652.2.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY584237.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY605049.2.gene1	0	0	0	0	0	2	4	0	1	1	0	1	0	0	0	2	0
AY589494.1.gene1	0	0	0	0	0	0	0	0	0	3	2	1	0	2	0	0	1
AY628175.1.gene1	0	4	0	0	0	0	11	0	13	7	1	6	0	1	0	7	1
AY635904.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY339625.2.gene19	0	10	0	0	0	0	25	6	30	22	4	13	0	3	4	22	8
AY628176.1.gene1	0	1	0	0	0	0	0	0	4	4	1	0	0	0	1	2	0
AY649755.1.gene1	0	0	0	0	0	0	1	0	5	4	2	3	0	1	0	0	0
AY570763.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY589493.1.gene1	0	1	0	0	0	0	2	0	8	9	4	3	0	0	0	2	0
AY619003.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY628199.1.gene1	0	10	0	0	0	0	19	1	20	16	8	11	0	3	4	17	5
AY574271.1.gene1	0	1	0	0	0	0	3	0	4	2	2	0	0	0	1	1	1
AY589495.1.gene1	0	1	0	0	0	0	2	0	6	6	2	0	0	0	2	4	1
AY661885.1.gene1	0	0	0	1	1	0	0	0	1	1	0	0	0	3	0	2	1
AY740681.1.gene7	0	9	0	0	0	0	26	5	21	34	3	16	0	7	2	13	9
AY743434.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY339625.2.gene17	0	0	3	0	0	0	0	0	0	0	0	0	0	19	10	0	0
AY743435.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY750913.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY847144.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY162283.2.gene3	0	0	7	7	0	1	0	0	0	0	0	22	0	0	0	0	0
AY750907.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY750909.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY822595.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY750908.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY750912.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY740681.1.gene9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY750910.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY750911.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY762325.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY826417.1.gene1	0	6	0	0	0	0	11	0	9	10	2	7	0	2	2	10	4
AY847145.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY339625.2.gene5	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0
AY780674.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY847143.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY956335.1.gene1	0	16	0	0	0	0	29	0	15	15	5	14	0	4	5	29	6
AY853593.1.gene1	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	1	0
AY874537.1.gene1	0	1	0	0	0	0	3	0	4	4	2	1	0	0	1	0	0
AY847146.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY847147.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY949202.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY847148.1.gene1	0	2	0	1	0	0	15	7	34	24	9	44	0	10	5	25	0
AY859529.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY862132.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY949203.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY954516.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D13210.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D13304.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ023162.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ139328.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ072853.1.gene1	0	0	0	0	0	0	1	0	3	1	0	1	0	0	0	2	0
DQ075245.1.gene1	0	7	0	0	0	0	28	0	15	11	6	8	0	6	6	26	7
DQ105529.2.gene1	0	0	0	0	0	0	6	0	9	3	5	2	0	4	2	6	2
D89862.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ061159.1.gene1	0	2	1	3	0	1	17	6	28	24	4	43	0	4	8	20	0
DQ102702.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ105528.2.gene1	0	0	0	0	0	0	12	0	12	4	6	3	0	0	1	8	1
AY960293.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY740681.1.gene5	0	0	18	6	0	0	0	0	0	0	0	45	0	0	0	0	0
D37830.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY339625.2.gene14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ143913.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY339625.2.gene8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY033653.3.gene4	0	0	0	0	0	0	11	0	6	2	2	1	0	0	0	10	0
NC_002951.3237855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ149247.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU019534.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU019535.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ369751.1.gene1	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	1	0
DQ279850.1.gene1	0	4	0	0	0	0	10	0	14	7	3	5	0	3	2	14	9
DQ286729.1.gene1	0	7	0	0	0	0	28	0	19	15	7	10	0	4	3	26	9
DQ309276.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ335566.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ361087.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ392963.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ211987.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ223685.1.gene1	0	2	1	0	0	0	6	4	34	19	3	25	0	5	3	16	0
DQ256079.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ256091.1.gene1	0	7	3	2	0	1	24	7	37	21	3	34	0	7	6	35	0
DQ309277.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ348075.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ365886.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ445683.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ679961.1.gene1	0	0	0	0	0	0	2	0	6	7	0	1	0	0	0	3	1
DQ885477.1.gene1	0	5	4	1	0	0	17	12	35	28	7	27	0	5	9	37	0
DQ888718.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ810789.1.gene1	0	5	2	4	0	0	22	8	37	23	6	32	0	7	9	27	0
DQ909059.1.gene1	0	4	0	0	0	0	13	0	9	7	2	6	0	3	1	9	0
DQ408762.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ519087.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ519088.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ834728.1.gene1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0
DQ834729.1.gene1	0	0	0	0	0	0	0	0	6	6	0	0	0	0	3	1	1
DQ491200.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ519089.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ519090.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF125013.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF102240.1.gene13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ463751.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF136377.1.gene1	0	0	0	0	0	0	1	0	4	2	2	2	0	0	0	7	1
EF136376.1.gene1	0	0	0	0	0	0	6	0	10	6	4	4	0	3	3	4	0
EF374097.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF118171.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF417572.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF418608.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF136375.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU029998.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF219142.1.gene1	0	5	0	1	0	0	2	2	9	5	2	22	0	1	1	10	0
EF394370.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF420108.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF192154.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF210159.1.gene1	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0
EF394371.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF415650.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ519086.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF426798.1.gene1	0	3	0	2	0	1	20	8	20	24	6	24	0	6	2	21	0
EF650038.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF561644.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF552405.1.gene1	0	75	0	0	0	0	354	0	135	90	96	0	0	0	0	214	0
EF581888.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF468463.1.gene1	0	3	0	0	0	0	7	0	4	7	1	6	0	3	0	5	2
EF581285.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF650032.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF534736.1.gene1	0	2	0	0	0	0	13	0	6	9	2	5	0	1	1	8	4
EF622224.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF650033.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF534256.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF650034.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF685372.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ522237.1.gene3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF650036.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF650037.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF653400.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ522237.1.gene2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU019536.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF118171.1.gene7	0	5	0	0	0	0	17	9	24	20	6	19	0	2	2	21	6
EF650035.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF685371.2.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU086830.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU086834.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU136031.3.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU202673.2.gene1	0	7	0	2	0	0	14	7	47	23	4	44	0	7	5	26	0
EU496815.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU220744.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU220745.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU188842.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU515251.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU515248.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU402393.1.gene1	0	1	2	0	0	0	18	6	33	27	4	17	0	8	3	17	0
EU419745.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU496816.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU177100.1.gene1	0	0	0	0	0	0	1	1	6	6	0	3	0	0	0	5	0
EU274580.1.gene1	0	7	0	0	0	0	13	0	19	19	7	16	0	5	3	13	2
EU375515.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU419746.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ522237.1.gene4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU515249.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU547445.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU815939.1.gene1	0	12	0	0	0	0	23	0	17	11	1	9	0	3	1	30	9
FJ214366.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU547446.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU547447.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU748544.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ214367.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ214368.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ522237.1.gene5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ872530.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU541448.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU545409.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU729727.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU515250.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ197316.1.gene1	0	11	0	0	0	0	29	0	16	13	1	17	0	4	8	21	8
EU555534.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ194494.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ237369.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ360884.1.gene1	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0
FJ237368.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ214369.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ234412.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ237366.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ262599.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ360626.1.gene1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
